s__Bacteroides_cutis	5
s__Bacteroides_faecichinchillae	4
s__Bacteroides_faecis	19
s__Bacteroides_fragilis	21
s__Bacteroides_intestinigallinarum	9
s__Bacteroides_luhongzhouii	4
s__Bacteroides_ovatus	17
s__Bacteroides_rodentium	2
s__Bacteroides_sp002491635	8
s__Bacteroides_sp900556625	3
s__Bacteroides_sp900557355	3
s__Bacteroides_sp900755095	2
s__Bacteroides_sp902362375	6
s__Bacteroides_sp905197435	2
s__Bacteroides_stercoris	20
s__Bacteroides_thetaiotaomicron	21
s__Bacteroides_uniformis	22
s__Bacteroides_xylanisolvens	10
s__Bifidobacterium_bifidum	14
s__Bifidobacterium_catenulatum	9
s__Bifidobacterium_infantis	9
s__Bifidobacterium_longum	21
s__Bifidobacterium_pseudocatenulatum	19
s__CAG-313_sp900760745	2
s__CAG-95_sp000438155	6
s__Choladocola_sp003480725	10
s__Copromonas_sp900066535	21
s__Copromonas_sp900066785	16
s__Coproplasma_sp910583855	2
s__Dorea_A_longicatena	16
s__Dorea_A_longicatena_B	20
s__Eisenbergiella_sp900066775	15
s__Enterocloster_sp000431375	16
s__Enterocloster_sp900541315	7
s__Eubacterium_F_sp003491505	18
s__Eubacterium_G_ventriosum	20
s__Faecalibacillus_intestinalis	21
s__Faecalibacterium_prausnitzii	19
s__Faecalibacterium_prausnitzii_A	8
s__Faecalibacterium_prausnitzii_C	21
s__Faecalibacterium_prausnitzii_D	21
s__Faecalibacterium_prausnitzii_E	13
s__Faecalibacterium_prausnitzii_F	4
s__Faecalibacterium_prausnitzii_G	22
s__Faecalibacterium_prausnitzii_H	10
s__Faecalibacterium_prausnitzii_I	9
s__Faecalibacterium_prausnitzii_J	7
s__Faecalibacterium_prausnitzii_L	3
s__Faecalibacterium_prausnitzii_M	4
s__Faecalibacterium_sp003449675	4
s__Faecalibacterium_sp900539885	8
s__Faecalibacterium_sp900539945	6
s__Faecalibacterium_sp900551435	3
s__Faecalibacterium_sp900758465	5
s__Faecalibacterium_sp900765705	3
s__Faecalibacterium_sp900772565	2
s__Faecalibacterium_sp905215595	2
s__Faecimonas_sp905209745	2
s__Fusicatenibacter_saccharivorans	19
s__Gemmiger_qucibialis	20
s__Lachnospira_sp000436475	11
s__Lachnospira_sp003451515	8
s__Mediterraneibacter_faecis	19
s__Merdicola_sp001915925	6
s__Merdicola_sp018371855	4
s__Onthomonas_sp900758315	3
s__Parabacteroides_distasonis	17
s__Parabacteroides_merdae	17
s__Parasutterella_excrementihominis	12
s__Parasutterella_gallistercoris	11
s__Phocaeicola_dorei	21
s__Phocaeicola_sartorii	9
s__Phocaeicola_vulgatus	21
s__RUG705_sp905188025	2
s__Roseburia_intestinalis	22
s__Roseburia_inulinivorans	23
s__Roseburia_sp003470905	7
s__Roseburia_sp003483745	5
s__Ruminococcus_D_bicirculans	21
s__UBA5026_sp900557305	2
s__Acetatifactor_sp900066565	20
s__Acutalibacter_ornithocaccae	7
s__Acutalibacter_sp904374805	6
s__Acutalibacter_sp905215055	3
s__Acutalibacter_stercoravium	13
s__Acutalibacter_stercorigallinarum	5
s__Akkermansia_muciniphila	16
s__Akkermansia_muciniphila_A	10
s__Akkermansia_sp905200945	2
s__Alectryocaccomicrobium_faecavium	9
s__Alistipes_A_ihumii	6
s__Alistipes_A_pullistercoris	9
s__Alistipes_communis	10
s__Alistipes_cottocaccae	3
s__Alistipes_excrementigallinarum	7
s__Alistipes_faecavium	2
s__Alistipes_faecigallinarum	2
s__Alistipes_megaguti	4
s__Alistipes_merdavium	7
s__Alistipes_onderdonkii	22
s__Alistipes_putredinis	20
s__Alistipes_shahii	23
s__Alistipes_sp900550925	4
s__Alistipes_stercorigallinarum	4
s__Anaerostipes_hadrus	21
s__Bacteroides_caccae	13
s__Bacteroides_caecimuris	6
s__Bacteroides_cellulosilyticus	19
s__Bacteroides_congonensis	7
s__Bacteroides_faecis	19
s__Bacteroides_fragilis	21
s__Bacteroides_intestinigallinarum	9
s__Bacteroides_luhongzhouii	5
s__Bacteroides_ovatus	15
s__Bacteroides_rodentium	2
s__Bacteroides_sp002491635	6
s__Bacteroides_sp900552405	5
s__Bacteroides_sp900557355	3
s__Bacteroides_sp900755095	2
s__Bacteroides_sp902362375	5
s__Bacteroides_sp905197435	2
s__Bacteroides_timonensis	2
s__Bacteroides_uniformis	21
s__Bacteroides_xylanisolvens	9
s__Barnesiella_intestinihominis	22
s__Bifidobacterium_longum	22
s__Butyricimonas_paravirosa	11
s__CAG-170_sp900549635	5
s__CAG-313_sp900539265	5
s__CAG-314_sp000437915	8
s__Caccousia_sp900752115	5
s__Clostridium_A_leptum	10
s__Copromorpha_excrementipullorum	4
s__Desulfovibrio_fairfieldensis	7
s__Duodenibacillus_sp900542805	3
s__Dysosmobacter_avistercoris	8
s__Dysosmobacter_sp905200545	4
s__Egerieenecus_merdigallinarum	5
s__Emergencia_sp900551775	2
s__Eubacterium_F_sp003491505	19
s__Eubacterium_G_sp000432355	8
s__Eubacterium_R_faecale	10
s__Fimisoma_avicola	5
s__Fimisoma_sp900540145	5
s__Flavonifractor_avistercoris	9
s__Gemmiger_avicola	6
s__Intestinimonas_massiliensis	7
s__Lawsonibacter_asaccharolyticus	6
s__Lawsonibacter_pullicola	9
s__Lawsonibacter_sp900545895	5
s__Limadaptatus_sp900545885	2
s__Limiplasma_pullistercoris	4
s__Longicatena_caecimuris	8
s__Massiliomicrobiota_sp002160865	5
s__Massilistercora_timonensis	6
s__Mediterraneibacter_faecigallinarum	5
s__Merdibacter_merdigallinarum	4
s__Merdibacter_merdipullorum	6
s__Merdimorpha_sp003150615	2
s__Merdisoma_faecalis	9
s__Negativibacillus_faecipullorum	8
s__Onthomonas_sp900758315	3
s__Parabacteroides_distasonis	18
s__Parasutterella_gallistercoris	10
s__Pelethomonas_sp900549475	4
s__Phascolarctobacterium_faecium	10
s__Phil12_sp002633275	2
s__Phocaeicola_vulgatus	22
s__QAMM01_sp900552945	5
s__Ruminiclostridium_E_siraeum	21
s__Ruminiclostridium_E_sp002437415	4
s__Ruminiclostridium_E_sp003512525	8
s__Ruminiclostridium_E_sp017935365	2
s__Ruminiclostridium_E_sp900539195	4
s__Ruminococcus_D_bicirculans	21
s__Ruminococcus_E_bromii	6
s__Ruminococcus_E_bromii_B	22
s__Ruminococcus_E_sp902771755	2
s__Ruminococcus_E_sp905215855	5
s__Ruthenibacterium_lactatiformans	16
s__Ruthenibacterium_merdipullorum	8
s__Scatomorpha_intestinigallinarum	6
s__Scatomorpha_merdavium	7
s__Scatomorpha_pullicola	8
s__Scatomorpha_pullistercoris	4
s__Scatomorpha_sp900759385	5
s__Scatomorpha_stercorigallinarum	2
s__Scybalenecus_merdavium	7
s__Spyradocola_merdavium	10
s__Tidjanibacter_inops_A	16
s__UBA11774_sp003507655	7
s__UBA1394_sp900538575	6
s__UBA1417_sp900552925	6
s__UMGS882_sp003343885	2
s__Victivallis_lenta	11
s__Woodwardibium_sp900760275	3
s__Agathobacter_rectalis	21
s__Agathobacter_sp900317585	6
s__Agathobacter_sp900546625	3
s__Agathobacter_sp905209075	6
s__Agathobaculum_butyriciproducens	17
s__Alistipes_putredinis	18
s__Alistipes_shahii	19
s__Anaerostipes_hadrus	20
s__Anaerostipes_sp905215045	3
s__Anaerotignum_sp001304995	7
s__Bacteroides_caccae	12
s__Bacteroides_cellulosilyticus	15
s__Bacteroides_clarus	15
s__Bacteroides_eggerthii	13
s__Bacteroides_faecichinchillae	4
s__Bacteroides_finegoldii	13
s__Bacteroides_fragilis	20
s__Bacteroides_intestinigallinarum	8
s__Bacteroides_ovatus	16
s__Bacteroides_rodentium	2
s__Bacteroides_sp002491635	6
s__Bacteroides_sp900557355	3
s__Bacteroides_sp900761785	2
s__Bacteroides_sp902362375	5
s__Bacteroides_sp910585845	2
s__Bacteroides_stercoris	18
s__Bacteroides_uniformis	18
s__Bacteroides_xylanisolvens	7
s__Bariatricus_comes	16
s__Bifidobacterium_adolescentis	18
s__Bifidobacterium_bifidum	13
s__Blautia_A_faecis	19
s__Blautia_A_massiliensis	19
s__Blautia_A_obeum	21
s__Blautia_A_wexlerae	19
s__Blautia_sp900541955	7
s__Clostridium_AQ_sp003481775	4
s__Coprococcus_A_catus	10
s__Copromonas_sp000435795	7
s__Copromonas_sp900066055	7
s__Copromonas_sp900066535	21
s__Copromonas_sp900066785	16
s__Dialister_invisus	21
s__Dorea_A_longicatena	15
s__Dorea_A_longicatena_B	20
s__Dysosmobacter_welbionis	8
s__Enterocloster_bolteae	11
s__Enterocloster_sp001517625	8
s__Enterocloster_sp900541315	7
s__Faecalibacterium_prausnitzii	17
s__Faecalibacterium_prausnitzii_A	8
s__Faecalibacterium_prausnitzii_C	20
s__Faecalibacterium_prausnitzii_D	15
s__Faecalibacterium_prausnitzii_E	13
s__Faecalibacterium_prausnitzii_G	20
s__Faecalibacterium_prausnitzii_H	9
s__Faecalibacterium_prausnitzii_I	10
s__Faecalibacterium_prausnitzii_J	6
s__Faecalibacterium_prausnitzii_L	3
s__Faecalibacterium_sp900539945	4
s__Faecalibacterium_sp900758465	6
s__Faecalibacterium_sp900765705	3
s__Flavonifractor_plautii	16
s__Lachnospira_eligens_A	19
s__Lawsonibacter_sp900066825	5
s__Mediterraneibacter_faecis	19
s__Merdimorpha_sp003150615	2
s__Oliverpabstia_faecicola	6
s__Oliverpabstia_intestinalis	17
s__Onthomonas_sp900758315	2
s__Parabacteroides_distasonis	16
s__Parabacteroides_distasonis_A	5
s__Parabacteroides_massiliensis	3
s__Parabacteroides_merdae	13
s__Parasutterella_excrementihominis	12
s__Parasutterella_gallistercoris	10
s__Phocaeicola_dorei	18
s__Phocaeicola_massiliensis	20
s__Phocaeicola_sartorii	9
s__Phocaeicola_sp011959205	3
s__Phocaeicola_vulgatus	21
s__Prevotella_copri	10
s__Prevotella_sp003447235	14
s__Prevotella_sp015074785	17
s__Roseburia_intestinalis	20
s__Roseburia_sp003470905	7
s__Scatomorpha_sp900545405	2
s__Spirillospora_cremea	3
s__Streptococcus_thermophilus	9
s__Tolumonas_sp008015085	2
s__Veillonella_A_sp000431435	8
s__Veillonella_sp900757715	3
s__Ventrimonas_sp900538475	5
s__Alcanivorax_profundi	2
s__Alistipes_putredinis	20
s__Anaerotignum_faecicola	10
s__Azonexus_sp009469585	2
s__Bacteroides_caccae	14
s__Bacteroides_congonensis	8
s__Bacteroides_faecichinchillae	4
s__Bacteroides_faecis	17
s__Bacteroides_fragilis	22
s__Bacteroides_fragilis_A	23
s__Bacteroides_luhongzhouii	4
s__Bacteroides_ovatus	17
s__Bacteroides_rodentium	3
s__Bacteroides_sp002491635	8
s__Bacteroides_sp900755095	2
s__Bacteroides_sp900761785	2
s__Bacteroides_stercoris	17
s__Bacteroides_thetaiotaomicron	21
s__Bacteroides_uniformis	22
s__Bacteroides_xylanisolvens	18
s__Butyricimonas_virosa	15
s__CAG-196_sp002102975	4
s__COE1_sp900753305	3
s__Coprobacter_fastidiosus	14
s__Dysosmobacter_sp001916835	9
s__Escherichia_coli	21
s__Faecalibacterium_prausnitzii	18
s__Faecalibacterium_prausnitzii_A	8
s__Faecalibacterium_prausnitzii_C	22
s__Faecalibacterium_prausnitzii_G	20
s__Faecalibacterium_prausnitzii_I	10
s__Faecalibacterium_prausnitzii_J	6
s__Faecalibacterium_sp900539885	8
s__Faecalibacterium_sp900539945	5
s__Faecalibacterium_sp900758465	5
s__Faecalibacterium_sp900772565	2
s__Faecalibacterium_sp905215595	2
s__Odoribacter_splanchnicus	21
s__Parabacteroides_goldsteinii	11
s__Parabacteroides_merdae	12
s__Parabacteroides_sp003480915	4
s__Phascolarctobacterium_faecium	10
s__Phocaeicola_coprophilus	4
s__Phocaeicola_dorei	18
s__Phocaeicola_massiliensis	18
s__Phocaeicola_plebeius	7
s__Phocaeicola_sartorii	8
s__Phocaeicola_sp900546645	4
s__Phocaeicola_vulgatus	24
s__Prevotella_copri	21
s__Prevotella_copri_A	16
s__Prevotella_hominis	15
s__Prevotella_lascolaii	7
s__Prevotella_sp002251295	10
s__Prevotella_sp002297965	5
s__Prevotella_sp002440225	4
s__Prevotella_sp003447235	16
s__Prevotella_sp015074785	19
s__Prevotella_sp018054505	3
s__Prevotella_sp900290275	5
s__Prevotella_sp900313215	16
s__Prevotella_sp900544825	5
s__Prevotella_sp900546535	11
s__Prevotella_sp900548535	3
s__Prevotella_sp900551275	9
s__Prevotella_sp900551985	4
s__Prevotella_sp900554835	2
s__Prevotella_sp900555035	2
s__Prevotella_sp900556395	4
s__Prevotella_sp900556795	5
s__Prevotella_sp900557035	5
s__Prevotella_sp900557255	3
s__Prevotella_sp900765465	2
s__Prevotella_sp900767615	9
s__Prevotella_sp900770515	2
s__RUG115_sp900066395	15
s__RUG115_sp900315735	5
s__Ruminococcus_E_sp003438075	5
s__Ruminococcus_E_sp003526955	16
s__Bacteroides_acidifaciens	9
s__Bacteroides_caecimuris	6
s__Bacteroides_congonensis	9
s__Bacteroides_cutis	4
s__Bacteroides_faecalis	3
s__Bacteroides_faecichinchillae	4
s__Bacteroides_faecis	13
s__Bacteroides_finegoldii	15
s__Bacteroides_intestinigallinarum	10
s__Bacteroides_luhongzhouii	5
s__Bacteroides_ovatus	18
s__Bacteroides_rodentium	2
s__Bacteroides_sp003545565	7
s__Bacteroides_sp012113595	2
s__Bacteroides_sp014750685	2
s__Bacteroides_sp900547205	3
s__Bacteroides_sp900555635	3
s__Bacteroides_sp900556625	2
s__Bacteroides_sp900557355	3
s__Bacteroides_sp900755095	3
s__Bacteroides_sp900761785	2
s__Bacteroides_sp900765785	4
s__Bacteroides_sp902362375	6
s__Bacteroides_sp905215345	2
s__Bacteroides_thetaiotaomicron	20
s__Bacteroides_xylanisolvens	14
s__Bacteroides_zhangwenhongi	9
s__Bilophila_wadsworthia	9
s__Butyricimonas_faecavium	2
s__Clostridium_Q_symbiosum	19
s__Clostridium_neonatale	11
s__Clostridium_paraputrificum	20
s__Dorea_A_longicatena	14
s__Escherichia_coli	20
s__Eubacterium_G_sp900548465	3
s__Faecalimonas_sp900556835	2
s__Faecalimonas_umbilicata	16
s__HGM11788_sp900760465	2
s__Klebsiella_pneumoniae	21
s__Odoribacter_sp905193145	2
s__Parabacteroides_distasonis	22
s__Parabacteroides_distasonis_A	5
s__Parabacteroides_massiliensis	3
s__Parabacteroides_sp011038785	2
s__Parabacteroides_timonensis	4
s__Phil12_sp002633275	2
s__Prevotella_sp017483185	2
s__Prevotella_sp018054505	3
s__Proteus_mirabilis	17
s__Ruminococcus_B_gnavus	17
s__Tolumonas_sp008015085	2
s__Veillonella_parvula	4
s__Veillonella_parvula_A	21
s__Veillonella_sp900757715	3
s__Acetatifactor_sp900066565	21
s__Agathobacter_rectalis	21
s__Agathobacter_sp900317585	6
s__Agathobacter_sp900546625	3
s__Agathobaculum_butyriciproducens	21
s__Alistipes_onderdonkii	21
s__Alistipes_putredinis	21
s__Alistipes_shahii	20
s__Anaerostipes_hadrus	21
s__Anaerostipes_hadrus_A	9
s__Bacteroides_acidifaciens	11
s__Bacteroides_caecimuris	6
s__Bacteroides_cellulosilyticus	21
s__Bacteroides_congonensis	7
s__Bacteroides_eggerthii	12
s__Bacteroides_faecalis	3
s__Bacteroides_faecis	20
s__Bacteroides_finegoldii	15
s__Bacteroides_fragilis	21
s__Bacteroides_fragilis_A	19
s__Bacteroides_intestinalis_A	9
s__Bacteroides_intestinigallinarum	10
s__Bacteroides_luhongzhouii	5
s__Bacteroides_oleiciplenus	3
s__Bacteroides_ovatus	20
s__Bacteroides_rodentium	2
s__Bacteroides_sp002491635	11
s__Bacteroides_sp003545565	5
s__Bacteroides_sp900552405	5
s__Bacteroides_sp900556215	3
s__Bacteroides_sp900557355	4
s__Bacteroides_sp900755095	2
s__Bacteroides_sp900761785	2
s__Bacteroides_sp902362375	6
s__Bacteroides_sp905197435	2
s__Bacteroides_sp910578895	2
s__Bacteroides_stercoris	17
s__Bacteroides_thetaiotaomicron	15
s__Bacteroides_timonensis	2
s__Bacteroides_uniformis	21
s__Bacteroides_xylanisolvens	13
s__Bariatricus_comes	16
s__Blautia_A_obeum	21
s__CAG-217_sp000436335	20
s__Copromonas_sp900066535	21
s__Dialister_invisus	21
s__ER4_sp000765235	19
s__Enterocloster_sp000431375	14
s__Eubacterium_F_sp003491505	18
s__Eubacterium_G_sp900548465	4
s__Faecalibacterium_prausnitzii	20
s__Faecalibacterium_prausnitzii_A	9
s__Faecalibacterium_prausnitzii_C	20
s__Faecalibacterium_prausnitzii_D	22
s__Faecalibacterium_prausnitzii_E	12
s__Faecalibacterium_prausnitzii_F	5
s__Faecalibacterium_prausnitzii_G	21
s__Faecalibacterium_prausnitzii_H	9
s__Faecalibacterium_prausnitzii_I	10
s__Faecalibacterium_prausnitzii_J	7
s__Faecalibacterium_sp900539885	7
s__Faecalibacterium_sp900539945	5
s__Faecalibacterium_sp900758465	5
s__Faecalibacterium_sp900765705	3
s__Faecalibacterium_sp905215595	2
s__Faecimonas_sp905209745	2
s__Fusicatenibacter_saccharivorans	19
s__Lachnospira_eligens_A	19
s__Odoribacter_splanchnicus	22
s__Onthomonas_sp900758315	3
s__Parabacteroides_distasonis	17
s__Parabacteroides_distasonis_A	4
s__Parabacteroides_timonensis	4
s__Phil12_sp002633275	3
s__Phocaeicola_dorei	20
s__Phocaeicola_massiliensis	20
s__Phocaeicola_salanitronis	3
s__Phocaeicola_sartorii	10
s__Phocaeicola_sp011959205	3
s__Phocaeicola_sp900541515	5
s__Phocaeicola_vulgatus	22
s__RUG705_sp905188025	2
s__Romboutsia_timonensis	7
s__Roseburia_hominis	15
s__Roseburia_inulinivorans	21
s__Ruminococcus_D_bicirculans	21
s__Ruminococcus_E_bromii_B	22
s__Sutterella_wadsworthensis_A	8
s__UBA5026_sp900557305	2
s__Veillonella_sp900757715	3
s__AF33-28_sp003477885	4
s__Acetatifactor_intestinalis	16
s__Alistipes_A_indistinctus	8
s__Alistipes_finegoldii	11
s__Alistipes_onderdonkii	21
s__Anaerobutyricum_hallii	17
s__Anaerostipes_hadrus	21
s__Anaerotruncus_colihominis	17
s__Bacteroides_caccae	13
s__Bacteroides_caecimuris	6
s__Bacteroides_cellulosilyticus	19
s__Bacteroides_eggerthii	12
s__Bacteroides_faecalis	3
s__Bacteroides_faecis	19
s__Bacteroides_finegoldii	17
s__Bacteroides_fragilis	20
s__Bacteroides_fragilis_A	11
s__Bacteroides_gallinarum	3
s__Bacteroides_intestinigallinarum	9
s__Bacteroides_luhongzhouii	4
s__Bacteroides_ovatus	19
s__Bacteroides_rodentium	2
s__Bacteroides_sp002491635	7
s__Bacteroides_sp900556625	3
s__Bacteroides_sp900557355	3
s__Bacteroides_sp900755095	2
s__Bacteroides_sp900761785	2
s__Bacteroides_sp902362375	5
s__Bacteroides_sp905197435	2
s__Bacteroides_stercoris	18
s__Bacteroides_thetaiotaomicron	20
s__Bacteroides_togonis	5
s__Bacteroides_uniformis	19
s__Bacteroides_xylanisolvens	9
s__Barnesiella_intestinihominis	21
s__Bifidobacterium_longum	21
s__Blautia_A_faecis	21
s__Blautia_A_massiliensis	20
s__Blautia_A_obeum	22
s__Blautia_A_sp900548245	6
s__Borkfalkia_ceftriaxoniphila	5
s__Butyricimonas_faecalis	7
s__Butyricimonas_faecihominis	6
s__Butyricimonas_paravirosa	9
s__CAG-170_sp002404795	14
s__CAG-170_sp003516765	6
s__CAG-83_sp000435975	9
s__CAG-83_sp001916855	13
s__Clostridium_Q_symbiosum	20
s__Coprobacter_fastidiosus	13
s__Copromonas_sp000435795	7
s__Dorea_A_longicatena	15
s__Dorea_formicigenerans	20
s__Dysosmobacter_sp001916835	9
s__Dysosmobacter_welbionis	9
s__Eisenbergiella_porci	11
s__Eisenbergiella_tayi	17
s__Enterocloster_aldenensis	11
s__Eubacterium_G_sp900548465	4
s__Evtepia_gabavorous	5
s__Faecalibacterium_prausnitzii_C	20
s__Faecousia_sp003525905	7
s__Fimivicinus_sp900544375	5
s__Flavonifractor_plautii	17
s__Gallimonas_intestinalis	4
s__Gemmiger_formicilis	22
s__Gemmiger_qucibialis	22
s__Lawsonibacter_asaccharolyticus	6
s__Lawsonibacter_sp900066645	8
s__Lawsonibacter_sp900066825	5
s__Lawsonibacter_sp900754605	4
s__Limiplasma_merdipullorum	7
s__MWCK01_sp002070005	2
s__Mediterraneibacter_torques	15
s__Merdimorpha_sp003150615	2
s__Methanobrevibacter_A_sp900766745	4
s__Odoribacter_splanchnicus	21
s__Oliverpabstia_intestinalis	18
s__Onthomonas_sp900758315	3
s__Onthousia_sp900758495	2
s__Oxalobacter_sp900760095	2
s__Parabacteroides_distasonis	19
s__Parabacteroides_distasonis_A	5
s__Parabacteroides_johnsonii	13
s__Parabacteroides_merdae	17
s__Phascolarctobacterium_faecium	11
s__Phocaeicola_dorei	20
s__Phocaeicola_massiliensis	21
s__Phocaeicola_sartorii	8
s__Phocaeicola_sp011959205	3
s__Phocaeicola_sp900541515	5
s__Phocaeicola_sp900542985	3
s__Phocaeicola_vulgatus	21
s__QANA01_sp900554725	2
s__Ruminiclostridium_E_siraeum	21
s__Ruminiclostridium_E_sp002437415	4
s__Ruminiclostridium_E_sp003512525	11
s__Ruminiclostridium_E_sp017935365	2
s__Ruminiclostridium_E_sp900539195	4
s__Ruminococcus_B_gnavus	17
s__Ruthenibacterium_lactatiformans	15
s__SFGY01_sp004556455	2
s__Scatavimonas_sp900540275	5
s__Sutterella_wadsworthensis_A	9
s__UBA11471_sp000434215	7
s__UBA1417_sp003531055	14
s__Veillonella_sp900757715	3
s__Agathobacter_rectalis	18
s__Alistipes_communis	10
s__Alistipes_finegoldii	12
s__Alistipes_onderdonkii	17
s__Alistipes_shahii	20
s__Alistipes_sp900541585	5
s__Anaerostipes_hadrus	21
s__Bacteroides_acidifaciens	12
s__Bacteroides_caccae	16
s__Bacteroides_caecimuris	5
s__Bacteroides_congonensis	8
s__Bacteroides_faecis	20
s__Bacteroides_finegoldii	21
s__Bacteroides_fluxus	3
s__Bacteroides_fragilis	21
s__Bacteroides_fragilis_A	18
s__Bacteroides_intestinigallinarum	9
s__Bacteroides_luhongzhouii	5
s__Bacteroides_ovatus	20
s__Bacteroides_rodentium	2
s__Bacteroides_sp002491635	8
s__Bacteroides_sp003545565	6
s__Bacteroides_sp012113595	2
s__Bacteroides_sp014750685	2
s__Bacteroides_sp900555635	3
s__Bacteroides_sp900556625	3
s__Bacteroides_sp900557355	3
s__Bacteroides_sp900755095	3
s__Bacteroides_sp900761785	2
s__Bacteroides_sp900765785	4
s__Bacteroides_sp902362375	8
s__Bacteroides_sp905197435	2
s__Bacteroides_stercoris	16
s__Bacteroides_uniformis	21
s__Bacteroides_xylanisolvens	17
s__Butyricimonas_faecalis	6
s__CAG-83_sp000431575	10
s__Copromonas_sp900066785	16
s__Desulfovibrio_piger	6
s__Dysosmobacter_welbionis	9
s__Eisenbergiella_sp900066775	15
s__Eubacterium_G_ventriosum	20
s__Faecalibacterium_prausnitzii	17
s__Faecalibacterium_prausnitzii_C	20
s__Faecalibacterium_prausnitzii_D	22
s__Faecalibacterium_prausnitzii_G	21
s__Faecalibacterium_prausnitzii_J	6
s__Faecalibacterium_sp900539885	7
s__Faecalibacterium_sp900539945	4
s__Faecalimonas_sp900556835	2
s__Fimivicinus_sp900544375	5
s__Flavonifractor_plautii	14
s__Fusicatenibacter_saccharivorans	18
s__Mediterraneibacter_torques	12
s__Odoribacter_splanchnicus	21
s__Parabacteroides_distasonis	21
s__Parabacteroides_distasonis_A	5
s__Parabacteroides_massiliensis	3
s__Parabacteroides_merdae	15
s__Paraprevotella_clara	8
s__Paraprevotella_stercorigallinarum	3
s__Parasutterella_excrementihominis	12
s__Phascolarctobacterium_faecium	10
s__Phil12_sp002633275	2
s__Phocaeicola_coprocola	15
s__Phocaeicola_dorei	20
s__Phocaeicola_massiliensis	24
s__Phocaeicola_sartorii	8
s__Phocaeicola_sp011959205	3
s__Phocaeicola_vulgatus	22
s__Veillonella_sp900757715	3
s__Acetatifactor_sp900066565	19
s__Agathobacter_faecis	22
s__Bacteroides_acidifaciens	10
s__Bacteroides_caccae	13
s__Bacteroides_caecimuris	5
s__Bacteroides_congonensis	7
s__Bacteroides_eggerthii	13
s__Bacteroides_faecalis	3
s__Bacteroides_faecichinchillae	3
s__Bacteroides_faecis	17
s__Bacteroides_finegoldii	14
s__Bacteroides_fluxus	4
s__Bacteroides_fragilis	21
s__Bacteroides_fragilis_A	22
s__Bacteroides_gallinarum	3
s__Bacteroides_intestinigallinarum	8
s__Bacteroides_luhongzhouii	5
s__Bacteroides_ovatus	20
s__Bacteroides_sp003545565	6
s__Bacteroides_sp012113595	2
s__Bacteroides_sp900556625	3
s__Bacteroides_sp900557355	3
s__Bacteroides_sp900755095	2
s__Bacteroides_sp900761785	2
s__Bacteroides_sp900765785	4
s__Bacteroides_sp902362375	6
s__Bacteroides_thetaiotaomicron	21
s__Bacteroides_xylanisolvens	9
s__Choladocola_sp003480725	10
s__Copromonas_sp900066055	7
